Strain	Lineage	BdDV1	scaffold_10	start	end	Coverage	Average_NCL	Coverage/Average_NCL
HR1	CAPE	Infected	scaffold_10	36143	36243	4.45	82.61	0.053867571
HR1	CAPE	Infected	scaffold_10	36243	36343	14.21	82.61	0.172013073
HR1	CAPE	Infected	scaffold_10	36343	36443	8.89	82.61	0.10761409
HR1	CAPE	Infected	scaffold_10	36443	36543	18.29	82.61	0.221401767
JEL423	GPL	Uninfected	scaffold_10	10	55	9.577778	173.96	0.055057358
JEL423	GPL	Uninfected	scaffold_10	198	298	3.9	173.96	0.022418947
JEL423	GPL	Uninfected	scaffold_10	298	398	24.8	173.96	0.142561508
JEL423	GPL	Uninfected	scaffold_10	398	498	28.33	173.96	0.16285353
JEL423	GPL	Uninfected	scaffold_10	498	510	6.333333	173.96	0.036406835
JEL423	GPL	Uninfected	scaffold_10	514	614	142.26	173.96	0.817774201
JEL423	GPL	Uninfected	scaffold_10	614	714	247.34	173.96	1.421821108
JEL423	GPL	Uninfected	scaffold_10	714	814	54.71	173.96	0.314497586
JEL423	GPL	Uninfected	scaffold_10	814	914	29.51	173.96	0.169636698
JEL423	GPL	Uninfected	scaffold_10	914	1014	27.83	173.96	0.159979306
JEL423	GPL	Uninfected	scaffold_10	1014	1098	30.630952	173.96	0.176080432
JEL423	GPL	Uninfected	scaffold_10	1255	1355	2.22	173.96	0.012761554
JEL423	GPL	Uninfected	scaffold_10	1355	1431	1.960526	173.96	0.011269982
JEL423	GPL	Uninfected	scaffold_10	1443	1543	2.49	173.96	0.014313635
JEL423	GPL	Uninfected	scaffold_10	1543	1643	6.64	173.96	0.038169694
JEL423	GPL	Uninfected	scaffold_10	1643	1743	8.06	173.96	0.04633249
JEL423	GPL	Uninfected	scaffold_10	1743	1843	43.05	173.96	0.247470683
JEL423	GPL	Uninfected	scaffold_10	1843	1943	109.86	173.96	0.631524488
JEL423	GPL	Uninfected	scaffold_10	1943	2043	36.41	173.96	0.209300989
JEL423	GPL	Uninfected	scaffold_10	2043	2143	96.51	173.96	0.554782709
JEL423	GPL	Uninfected	scaffold_10	2143	2243	61.25	173.96	0.352092435
JEL423	GPL	Uninfected	scaffold_10	2243	2343	68.31	173.96	0.392676477
JEL423	GPL	Uninfected	scaffold_10	2343	2443	125.03	173.96	0.718728443
JEL423	GPL	Uninfected	scaffold_10	2443	2543	81.98	173.96	0.47125776
JEL423	GPL	Uninfected	scaffold_10	2543	2643	120.09	173.96	0.690331111
JEL423	GPL	Uninfected	scaffold_10	2643	2743	81.83	173.96	0.470395493
JEL423	GPL	Uninfected	scaffold_10	2743	2843	200.89	173.96	1.154805702
JEL423	GPL	Uninfected	scaffold_10	2843	2943	231.43	173.96	1.330363302
JEL423	GPL	Uninfected	scaffold_10	2943	3043	174.8	173.96	1.004828696
JEL423	GPL	Uninfected	scaffold_10	3043	3143	224.17	173.96	1.28862957
JEL423	GPL	Uninfected	scaffold_10	3143	3243	107.82	173.96	0.619797655
JEL423	GPL	Uninfected	scaffold_10	3243	3343	75.4	173.96	0.433432973
JEL423	GPL	Uninfected	scaffold_10	3343	3443	160.48	173.96	0.922510922
JEL423	GPL	Uninfected	scaffold_10	3443	3543	289.3	173.96	1.663025983
JEL423	GPL	Uninfected	scaffold_10	3543	3643	202.18	173.96	1.1622212
JEL423	GPL	Uninfected	scaffold_10	3643	3743	162.08	173.96	0.931708439
JEL423	GPL	Uninfected	scaffold_10	3743	3843	154.29	173.96	0.886928029
JEL423	GPL	Uninfected	scaffold_10	3843	3943	176.88	173.96	1.016785468
JEL423	GPL	Uninfected	scaffold_10	3943	4043	95.9	173.96	0.551276155
JEL423	GPL	Uninfected	scaffold_10	4043	4143	39.76	173.96	0.228558289
JEL423	GPL	Uninfected	scaffold_10	4143	4243	51.1	173.96	0.293745689
JEL423	GPL	Uninfected	scaffold_10	4243	4343	135.92	173.96	0.781329041
JEL423	GPL	Uninfected	scaffold_10	4343	4443	169.58	173.96	0.974821798
JEL423	GPL	Uninfected	scaffold_10	4443	4543	102.93	173.96	0.591687744
JEL423	GPL	Uninfected	scaffold_10	4543	4643	91.85	173.96	0.527994941
JEL423	GPL	Uninfected	scaffold_10	4643	4743	50.44	173.96	0.289951713
JEL423	GPL	Uninfected	scaffold_10	4743	4770	13.851852	173.96	0.07962665
JEL423	GPL	Uninfected	scaffold_10	4991	5090	1.111111	173.96	0.006387164
JEL423	GPL	Uninfected	scaffold_10	5197	5297	11.91	173.96	0.068464015
JEL423	GPL	Uninfected	scaffold_10	5297	5397	19.14	173.96	0.110025293
JEL423	GPL	Uninfected	scaffold_10	5397	5497	20.35	173.96	0.116980915
JEL423	GPL	Uninfected	scaffold_10	5497	5597	18.1	173.96	0.104046907
JEL423	GPL	Uninfected	scaffold_10	5597	5697	13.89	173.96	0.079845942
JEL423	GPL	Uninfected	scaffold_10	5697	5797	16.91	173.96	0.097206254
JEL423	GPL	Uninfected	scaffold_10	5797	5897	17.19	173.96	0.09881582
JEL423	GPL	Uninfected	scaffold_10	5897	5997	15.42	173.96	0.088641067
JEL423	GPL	Uninfected	scaffold_10	5997	6097	9.43	173.96	0.054207864
JEL423	GPL	Uninfected	scaffold_10	6097	6197	10.63	173.96	0.061106001
JEL423	GPL	Uninfected	scaffold_10	6197	6297	8.23	173.96	0.047309726
JEL423	GPL	Uninfected	scaffold_10	6297	6397	15.06	173.96	0.086571626
JEL423	GPL	Uninfected	scaffold_10	6397	6497	23.37	173.96	0.134341228
JEL423	GPL	Uninfected	scaffold_10	6497	6597	24.16	173.96	0.138882502
JEL423	GPL	Uninfected	scaffold_10	6597	6697	9.9	173.96	0.056909634
JEL423	GPL	Uninfected	scaffold_10	6697	6797	48.61	173.96	0.279432053
JEL423	GPL	Uninfected	scaffold_10	6797	6897	56.57	173.96	0.325189699
JEL423	GPL	Uninfected	scaffold_10	6897	6997	43.52	173.96	0.250172453
JEL423	GPL	Uninfected	scaffold_10	6997	7097	58.18	173.96	0.3344447
JEL423	GPL	Uninfected	scaffold_10	7097	7197	21.27	173.96	0.122269487
JEL423	GPL	Uninfected	scaffold_10	7197	7199	1	173.96	0.005748448
JEL423	GPL	Uninfected	scaffold_10	7288	7388	17.05	173.96	0.098011037
JEL423	GPL	Uninfected	scaffold_10	7388	7488	20.18	173.96	0.116003679
JEL423	GPL	Uninfected	scaffold_10	7488	7588	15.85	173.96	0.0911129
JEL423	GPL	Uninfected	scaffold_10	7588	7688	9.93	173.96	0.057082088
JEL423	GPL	Uninfected	scaffold_10	7688	7788	3.72	173.96	0.021384226
JEL423	GPL	Uninfected	scaffold_10	7788	7834	1.326087	173.96	0.007622942
JEL423	GPL	Uninfected	scaffold_10	7927	8027	2.16	173.96	0.012416648
JEL423	GPL	Uninfected	scaffold_10	8027	8127	4.2	173.96	0.024143481
JEL423	GPL	Uninfected	scaffold_10	8127	8227	8.29	173.96	0.047654633
JEL423	GPL	Uninfected	scaffold_10	8227	8274	3.595745	173.96	0.020669953
JEL423	GPL	Uninfected	scaffold_10	8291	8391	10.4	173.96	0.059783858
JEL423	GPL	Uninfected	scaffold_10	8391	8491	18.65	173.96	0.107208554
JEL423	GPL	Uninfected	scaffold_10	8491	8591	14.53	173.96	0.083524948
JEL423	GPL	Uninfected	scaffold_10	8591	8691	13.44	173.96	0.07725914
JEL423	GPL	Uninfected	scaffold_10	8691	8791	7.76	173.96	0.044607956
JEL423	GPL	Uninfected	scaffold_10	8791	8891	8.79	173.96	0.050528857
JEL423	GPL	Uninfected	scaffold_10	8891	8991	9.15	173.96	0.052598298
JEL423	GPL	Uninfected	scaffold_10	8991	9091	7.12	173.96	0.040928949
JEL423	GPL	Uninfected	scaffold_10	9091	9191	8.54	173.96	0.049091745
JEL423	GPL	Uninfected	scaffold_10	9191	9291	13.58	173.96	0.078063923
JEL423	GPL	Uninfected	scaffold_10	9291	9391	11.09	173.96	0.063750287
JEL423	GPL	Uninfected	scaffold_10	9391	9491	16.28	173.96	0.093584732
JEL423	GPL	Uninfected	scaffold_10	9491	9591	11.2	173.96	0.064382617
JEL423	GPL	Uninfected	scaffold_10	9591	9691	15.18	173.96	0.087261439
JEL423	GPL	Uninfected	scaffold_10	9691	9791	9.76	173.96	0.056104852
JEL423	GPL	Uninfected	scaffold_10	9791	9891	6.25	173.96	0.035927799
JEL423	GPL	Uninfected	scaffold_10	9891	9935	1.636364	173.96	0.009406553
JEL423	GPL	Uninfected	scaffold_10	10162	10262	5.71	173.96	0.032823638
JEL423	GPL	Uninfected	scaffold_10	10262	10362	11.56	173.96	0.066452058
JEL423	GPL	Uninfected	scaffold_10	10362	10462	15.81	173.96	0.090882962
JEL423	GPL	Uninfected	scaffold_10	10462	10562	11.12	173.96	0.063922741
JEL423	GPL	Uninfected	scaffold_10	10562	10662	14.63	173.96	0.084099793
JEL423	GPL	Uninfected	scaffold_10	10662	10762	17.39	173.96	0.099965509
JEL423	GPL	Uninfected	scaffold_10	10762	10862	24.73	173.96	0.142159117
JEL423	GPL	Uninfected	scaffold_10	10862	10962	43.3	173.96	0.248907795
JEL423	GPL	Uninfected	scaffold_10	10962	11062	27.94	173.96	0.160611635
JEL423	GPL	Uninfected	scaffold_10	11062	11162	22.2	173.96	0.127615544
JEL423	GPL	Uninfected	scaffold_10	11162	11262	15.8	173.96	0.090825477
JEL423	GPL	Uninfected	scaffold_10	11262	11362	9.96	173.96	0.057254541
JEL423	GPL	Uninfected	scaffold_10	11362	11462	7.22	173.96	0.041503794
JEL423	GPL	Uninfected	scaffold_10	11462	11552	5.144444	173.96	0.029572568
JEL423	GPL	Uninfected	scaffold_10	11570	11670	6.78	173.96	0.038974477
JEL423	GPL	Uninfected	scaffold_10	11670	11770	8.99	173.96	0.051678547
JEL423	GPL	Uninfected	scaffold_10	11770	11870	7.63	173.96	0.043860658
JEL423	GPL	Uninfected	scaffold_10	11870	11970	5.79	173.96	0.033283513
JEL423	GPL	Uninfected	scaffold_10	11970	12070	6.59	173.96	0.037882272
JEL423	GPL	Uninfected	scaffold_10	12070	12170	10.73	173.96	0.061680846
JEL423	GPL	Uninfected	scaffold_10	12170	12270	11.32	173.96	0.06507243
JEL423	GPL	Uninfected	scaffold_10	12270	12370	15.14	173.96	0.087031501
JEL423	GPL	Uninfected	scaffold_10	12370	12470	19.8	173.96	0.113819269
JEL423	GPL	Uninfected	scaffold_10	12470	12570	12.78	173.96	0.073465164
JEL423	GPL	Uninfected	scaffold_10	12570	12670	12.32	173.96	0.070820878
JEL423	GPL	Uninfected	scaffold_10	12670	12770	10.58	173.96	0.060818579
JEL423	GPL	Uninfected	scaffold_10	12770	12870	6	173.96	0.034490688
JEL423	GPL	Uninfected	scaffold_10	12870	12894	1	173.96	0.005748448
JEL423	GPL	Uninfected	scaffold_10	13000	13100	1	173.96	0.005748448
JEL423	GPL	Uninfected	scaffold_10	13182	13282	4.55	173.96	0.026155438
JEL423	GPL	Uninfected	scaffold_10	13282	13382	3.66	173.96	0.021039319
JEL423	GPL	Uninfected	scaffold_10	13382	13397	1.466667	173.96	0.008431059
JEL423	GPL	Uninfected	scaffold_10	14000	14100	1.85	173.96	0.010634629
JEL423	GPL	Uninfected	scaffold_10	14100	14200	7.93	173.96	0.045585192
JEL423	GPL	Uninfected	scaffold_10	14200	14300	10.22	173.96	0.058749138
JEL423	GPL	Uninfected	scaffold_10	14300	14400	15.42	173.96	0.088641067
JEL423	GPL	Uninfected	scaffold_10	14400	14500	13.32	173.96	0.076569326
JEL423	GPL	Uninfected	scaffold_10	14500	14600	16.56	173.96	0.095194298
JEL423	GPL	Uninfected	scaffold_10	14600	14700	15.7	173.96	0.090250632
JEL423	GPL	Uninfected	scaffold_10	14700	14800	17.34	173.96	0.099678087
JEL423	GPL	Uninfected	scaffold_10	14800	14900	14.45	173.96	0.083065072
JEL423	GPL	Uninfected	scaffold_10	14900	15000	19.35	173.96	0.111232467
JEL423	GPL	Uninfected	scaffold_10	15000	15100	12.5	173.96	0.071855599
JEL423	GPL	Uninfected	scaffold_10	15100	15200	29.94	173.96	0.172108531
JEL423	GPL	Uninfected	scaffold_10	15200	15300	21.13	173.96	0.121464705
JEL423	GPL	Uninfected	scaffold_10	15300	15400	18.29	173.96	0.105139112
JEL423	GPL	Uninfected	scaffold_10	15400	15500	12.8	173.96	0.073580133
JEL423	GPL	Uninfected	scaffold_10	15500	15600	16.96	173.96	0.097493677
JEL423	GPL	Uninfected	scaffold_10	15600	15678	14.307692	173.96	0.082247022
JEL423	GPL	Uninfected	scaffold_10	15743	15843	59.99	173.96	0.344849391
JEL423	GPL	Uninfected	scaffold_10	15843	15943	154.46	173.96	0.887905266
JEL423	GPL	Uninfected	scaffold_10	15943	16043	176.79	173.96	1.016268108
JEL423	GPL	Uninfected	scaffold_10	16043	16143	148.85	173.96	0.855656473
JEL423	GPL	Uninfected	scaffold_10	16143	16243	55.99	173.96	0.321855599
JEL423	GPL	Uninfected	scaffold_10	16243	16343	169.82	173.96	0.976201426
JEL423	GPL	Uninfected	scaffold_10	16343	16443	240.83	173.96	1.384398712
JEL423	GPL	Uninfected	scaffold_10	16443	16543	235.7	173.96	1.354909175
JEL423	GPL	Uninfected	scaffold_10	16543	16643	304.86	173.96	1.752471833
JEL423	GPL	Uninfected	scaffold_10	16643	16743	275.46	173.96	1.583467464
JEL423	GPL	Uninfected	scaffold_10	16743	16843	304.9	173.96	1.752701771
JEL423	GPL	Uninfected	scaffold_10	16843	16943	303.37	173.96	1.743906645
JEL423	GPL	Uninfected	scaffold_10	16943	17043	289.86	173.96	1.666245114
JEL423	GPL	Uninfected	scaffold_10	17043	17143	234.74	173.96	1.349390665
JEL423	GPL	Uninfected	scaffold_10	17143	17243	224.85	173.96	1.292538515
JEL423	GPL	Uninfected	scaffold_10	17243	17343	210.33	173.96	1.209071051
JEL423	GPL	Uninfected	scaffold_10	17343	17443	250.53	173.96	1.440158657
JEL423	GPL	Uninfected	scaffold_10	17443	17543	291.96	173.96	1.678316854
JEL423	GPL	Uninfected	scaffold_10	17543	17643	274.25	173.96	1.576511842
JEL423	GPL	Uninfected	scaffold_10	17643	17743	268.67	173.96	1.544435502
JEL423	GPL	Uninfected	scaffold_10	17743	17843	236.29	173.96	1.358300759
JEL423	GPL	Uninfected	scaffold_10	17843	17943	222.44	173.96	1.278684755
JEL423	GPL	Uninfected	scaffold_10	17943	18043	118.6	173.96	0.681765923
JEL423	GPL	Uninfected	scaffold_10	18043	18143	168.76	173.96	0.970108071
JEL423	GPL	Uninfected	scaffold_10	18143	18243	248.96	173.96	1.431133594
JEL423	GPL	Uninfected	scaffold_10	18243	18343	273.23	173.96	1.570648425
JEL423	GPL	Uninfected	scaffold_10	18343	18443	286.12	173.96	1.644745919
JEL423	GPL	Uninfected	scaffold_10	18443	18543	261.89	173.96	1.505461026
JEL423	GPL	Uninfected	scaffold_10	18543	18643	161.47	173.96	0.928201885
JEL423	GPL	Uninfected	scaffold_10	18643	18743	91.45	173.96	0.525695562
JEL423	GPL	Uninfected	scaffold_10	18743	18843	73.35	173.96	0.421648655
JEL423	GPL	Uninfected	scaffold_10	18843	18850	6	173.96	0.034490688
JEL423	GPL	Uninfected	scaffold_10	18965	19065	81.81	173.96	0.470280524
JEL423	GPL	Uninfected	scaffold_10	19065	19165	134.69	173.96	0.77425845
JEL423	GPL	Uninfected	scaffold_10	19165	19265	198.63	173.96	1.14181421
JEL423	GPL	Uninfected	scaffold_10	19265	19365	266.71	173.96	1.533168544
JEL423	GPL	Uninfected	scaffold_10	19365	19465	267.32	173.96	1.536675098
JEL423	GPL	Uninfected	scaffold_10	19465	19565	272.39	173.96	1.565819729
JEL423	GPL	Uninfected	scaffold_10	19565	19665	285.01	173.96	1.638365141
JEL423	GPL	Uninfected	scaffold_10	19665	19765	319.62	173.96	1.837318924
JEL423	GPL	Uninfected	scaffold_10	19765	19865	355.66	173.96	2.044492987
JEL423	GPL	Uninfected	scaffold_10	19865	19965	349.39	173.96	2.008450218
JEL423	GPL	Uninfected	scaffold_10	19965	20065	356.28	173.96	2.048057025
JEL423	GPL	Uninfected	scaffold_10	20065	20165	322.88	173.96	1.856058864
JEL423	GPL	Uninfected	scaffold_10	20165	20265	300.72	173.96	1.728673258
JEL423	GPL	Uninfected	scaffold_10	20265	20365	290.86	173.96	1.671993562
JEL423	GPL	Uninfected	scaffold_10	20365	20465	279.74	173.96	1.608070821
JEL423	GPL	Uninfected	scaffold_10	20465	20565	288.97	173.96	1.661128995
JEL423	GPL	Uninfected	scaffold_10	20565	20665	271.4	173.96	1.560128765
JEL423	GPL	Uninfected	scaffold_10	20665	20765	240.14	173.96	1.380432283
JEL423	GPL	Uninfected	scaffold_10	20765	20865	158.66	173.96	0.912048747
JEL423	GPL	Uninfected	scaffold_10	20865	20965	74.86	173.96	0.430328811
JEL423	GPL	Uninfected	scaffold_10	20965	21065	111.93	173.96	0.643423776
JEL423	GPL	Uninfected	scaffold_10	21065	21165	80.1	173.96	0.460450678
JEL423	GPL	Uninfected	scaffold_10	21165	21189	14.833333	173.96	0.085268642
JEL423	GPL	Uninfected	scaffold_10	25321	25368	1	173.96	0.005748448
JEL423	GPL	Uninfected	scaffold_10	25708	25808	148.02	173.96	0.850885261
JEL423	GPL	Uninfected	scaffold_10	26508	26608	146.77	173.96	0.843699701
JEL423	GPL	Uninfected	scaffold_10	26608	26708	39.97	173.96	0.229765463
JEL423	GPL	Uninfected	scaffold_10	26708	26808	48.39	173.96	0.278167395
JEL423	GPL	Uninfected	scaffold_10	26808	26908	26.61	173.96	0.152966199
JEL423	GPL	Uninfected	scaffold_10	26908	27008	65.88	173.96	0.378707749
JEL423	GPL	Uninfected	scaffold_10	27008	27108	39.46	173.96	0.226833755
JEL423	GPL	Uninfected	scaffold_10	27108	27208	83.19	173.96	0.478213382
JEL423	GPL	Uninfected	scaffold_10	27208	27308	124.33	173.96	0.71470453
JEL423	GPL	Uninfected	scaffold_10	27308	27408	175.66	173.96	1.009772361
JEL423	GPL	Uninfected	scaffold_10	27408	27508	109.67	173.96	0.630432283
JEL423	GPL	Uninfected	scaffold_10	27508	27608	104.47	173.96	0.600540354
JEL423	GPL	Uninfected	scaffold_10	27608	27708	104.92	173.96	0.603127156
JEL423	GPL	Uninfected	scaffold_10	27708	27808	104.01	173.96	0.597896068
JEL423	GPL	Uninfected	scaffold_10	27808	27908	104.67	173.96	0.601690044
JEL423	GPL	Uninfected	scaffold_10	27908	28008	97.86	173.96	0.562543113
JEL423	GPL	Uninfected	scaffold_10	28008	28108	38.69	173.96	0.22240745
JEL423	GPL	Uninfected	scaffold_10	28108	28208	36.52	173.96	0.209933318
JEL423	GPL	Uninfected	scaffold_10	28208	28308	63.66	173.96	0.365946195
JEL423	GPL	Uninfected	scaffold_10	28308	28408	39.08	173.96	0.224649345
JEL423	GPL	Uninfected	scaffold_10	28408	28508	19.33	173.96	0.111117498
JEL423	GPL	Uninfected	scaffold_10	28508	28608	3.48	173.96	0.020004599
JEL423	GPL	Uninfected	scaffold_10	28608	28633	1.52	173.96	0.008737641
JEL423	GPL	Uninfected	scaffold_10	28645	28745	51.75	173.96	0.29748218
JEL423	GPL	Uninfected	scaffold_10	28745	28845	52.88	173.96	0.303977926
JEL423	GPL	Uninfected	scaffold_10	28845	28945	30.51	173.96	0.175385146
JEL423	GPL	Uninfected	scaffold_10	28945	29045	21.2	173.96	0.121867096
JEL423	GPL	Uninfected	scaffold_10	29045	29145	36.84	173.96	0.211772821
JEL423	GPL	Uninfected	scaffold_10	29145	29245	35.64	173.96	0.204874684
JEL423	GPL	Uninfected	scaffold_10	29245	29345	61.97	173.96	0.356231318
JEL423	GPL	Uninfected	scaffold_10	29345	29445	18.46	173.96	0.106116349
JEL423	GPL	Uninfected	scaffold_10	29445	29545	72.89	173.96	0.419004369
JEL423	GPL	Uninfected	scaffold_10	29545	29645	77.06	173.96	0.442975397
JEL423	GPL	Uninfected	scaffold_10	29645	29745	113.04	173.96	0.649804553
JEL423	GPL	Uninfected	scaffold_10	29745	29845	148.41	173.96	0.853127156
JEL423	GPL	Uninfected	scaffold_10	29845	29945	162.04	173.96	0.931478501
JEL423	GPL	Uninfected	scaffold_10	29945	30045	263.46	173.96	1.514486089
JEL423	GPL	Uninfected	scaffold_10	30045	30145	188.92	173.96	1.085996781
JEL423	GPL	Uninfected	scaffold_10	30145	30245	115.68	173.96	0.664980455
JEL423	GPL	Uninfected	scaffold_10	30245	30345	68.87	173.96	0.395895608
JEL423	GPL	Uninfected	scaffold_10	30345	30445	64.2	173.96	0.369050356
JEL423	GPL	Uninfected	scaffold_10	30445	30545	61.91	173.96	0.355886411
JEL423	GPL	Uninfected	scaffold_10	30545	30645	54.65	173.96	0.314152679
JEL423	GPL	Uninfected	scaffold_10	30645	30745	62.27	173.96	0.357955852
JEL423	GPL	Uninfected	scaffold_10	30745	30845	41.13	173.96	0.236433663
JEL423	GPL	Uninfected	scaffold_10	30845	30945	39.85	173.96	0.22907565
JEL423	GPL	Uninfected	scaffold_10	30945	31045	99.17	173.96	0.57007358
JEL423	GPL	Uninfected	scaffold_10	31045	31145	175.44	173.96	1.008507703
JEL423	GPL	Uninfected	scaffold_10	31145	31245	103.32	173.96	0.593929639
JEL423	GPL	Uninfected	scaffold_10	31245	31345	99.23	173.96	0.570418487
JEL423	GPL	Uninfected	scaffold_10	31345	31445	55.8	173.96	0.320763394
JEL423	GPL	Uninfected	scaffold_10	31445	31545	76.19	173.96	0.437974247
JEL423	GPL	Uninfected	scaffold_10	31545	31645	79.37	173.96	0.456254311
JEL423	GPL	Uninfected	scaffold_10	31645	31745	108.44	173.96	0.623361692
JEL423	GPL	Uninfected	scaffold_10	31745	31845	70.09	173.96	0.402908715
JEL423	GPL	Uninfected	scaffold_10	31845	31945	77.93	173.96	0.447976546
JEL423	GPL	Uninfected	scaffold_10	31945	32045	110.14	173.96	0.633134054
JEL423	GPL	Uninfected	scaffold_10	32045	32145	22.1	173.96	0.127040699
JEL423	GPL	Uninfected	scaffold_10	32145	32245	50.04	173.96	0.287652334
JEL423	GPL	Uninfected	scaffold_10	32245	32345	72.48	173.96	0.416647505
JEL423	GPL	Uninfected	scaffold_10	32345	32445	31.05	173.96	0.178489308
JEL423	GPL	Uninfected	scaffold_10	32445	32545	38.06	173.96	0.218785928
JEL423	GPL	Uninfected	scaffold_10	32545	32645	12.82	173.96	0.073695102
JEL423	GPL	Uninfected	scaffold_10	32645	32745	5.55	173.96	0.031903886
JEL423	GPL	Uninfected	scaffold_10	32745	32845	21.67	173.96	0.124568866
JEL423	GPL	Uninfected	scaffold_10	32845	32945	23.68	173.96	0.136123247
JEL423	GPL	Uninfected	scaffold_10	32945	33045	17.53	173.96	0.100770292
JEL423	GPL	Uninfected	scaffold_10	33045	33118	11.794521	173.96	0.06780019
JEL423	GPL	Uninfected	scaffold_10	33128	33228	31.54	173.96	0.181306047
JEL423	GPL	Uninfected	scaffold_10	33228	33328	69.71	173.96	0.400724304
JEL423	GPL	Uninfected	scaffold_10	33328	33428	72.9	173.96	0.419061853
JEL423	GPL	Uninfected	scaffold_10	33428	33528	44.37	173.96	0.255058634
JEL423	GPL	Uninfected	scaffold_10	33528	33628	39.43	173.96	0.226661301
JEL423	GPL	Uninfected	scaffold_10	33628	33728	77.1	173.96	0.443205335
JEL423	GPL	Uninfected	scaffold_10	33728	33828	125.9	173.96	0.723729593
JEL423	GPL	Uninfected	scaffold_10	33828	33928	99.92	173.96	0.574384916
JEL423	GPL	Uninfected	scaffold_10	33928	34028	71.14	173.96	0.408944585
JEL423	GPL	Uninfected	scaffold_10	34028	34128	136.75	173.96	0.786100253
JEL423	GPL	Uninfected	scaffold_10	34128	34228	51.64	173.96	0.296849851
JEL423	GPL	Uninfected	scaffold_10	34228	34328	99.04	173.96	0.569326282
JEL423	GPL	Uninfected	scaffold_10	34328	34428	154.94	173.96	0.890664521
JEL423	GPL	Uninfected	scaffold_10	34428	34528	145.97	173.96	0.839100943
JEL423	GPL	Uninfected	scaffold_10	34528	34628	191.46	173.96	1.100597839
JEL423	GPL	Uninfected	scaffold_10	34628	34728	156.8	173.96	0.901356634
JEL423	GPL	Uninfected	scaffold_10	34728	34828	88.15	173.96	0.506725684
JEL423	GPL	Uninfected	scaffold_10	34828	34928	34.97	173.96	0.201023224
JEL423	GPL	Uninfected	scaffold_10	34928	35028	43.23	173.96	0.248505404
JEL423	GPL	Uninfected	scaffold_10	35028	35128	96.47	173.96	0.554552771
JEL423	GPL	Uninfected	scaffold_10	35128	35228	128.77	173.96	0.740227639
JEL423	GPL	Uninfected	scaffold_10	35228	35328	79.7	173.96	0.458151299
JEL423	GPL	Uninfected	scaffold_10	35328	35428	92.41	173.96	0.531214072
JEL423	GPL	Uninfected	scaffold_10	35428	35528	41.63	173.96	0.239307887
JEL423	GPL	Uninfected	scaffold_10	35528	35628	112.66	173.96	0.647620143
JEL423	GPL	Uninfected	scaffold_10	35628	35728	84.68	173.96	0.48677857
JEL423	GPL	Uninfected	scaffold_10	35728	35828	48.01	173.96	0.275982985
JEL423	GPL	Uninfected	scaffold_10	35828	35928	30.37	173.96	0.174580363
JEL423	GPL	Uninfected	scaffold_10	35928	36028	83.52	173.96	0.48011037
JEL423	GPL	Uninfected	scaffold_10	36028	36128	55.1	173.96	0.31673948
JEL423	GPL	Uninfected	scaffold_10	36128	36228	85.32	173.96	0.490457576
JEL423	GPL	Uninfected	scaffold_10	36228	36328	130.21	173.96	0.748505404
JEL423	GPL	Uninfected	scaffold_10	36328	36428	30.39	173.96	0.174695332
JEL423	GPL	Uninfected	scaffold_10	36428	36528	114.94	173.96	0.660726604
KRBOOR_323	ASIA	Infected	scaffold_10	21	55	1	173.02	0.005779679
KRBOOR_323	ASIA	Infected	scaffold_10	221	321	3.84	173.02	0.022193966
KRBOOR_323	ASIA	Infected	scaffold_10	321	344	1.869565	173.02	0.010805485
KRBOOR_323	ASIA	Infected	scaffold_10	403	503	10.2	173.02	0.058952722
KRBOOR_323	ASIA	Infected	scaffold_10	503	603	29.61	173.02	0.171136285
KRBOOR_323	ASIA	Infected	scaffold_10	603	703	24.93	173.02	0.144087389
KRBOOR_323	ASIA	Infected	scaffold_10	703	803	30.23	173.02	0.174719686
KRBOOR_323	ASIA	Infected	scaffold_10	803	903	50.29	173.02	0.290660039
KRBOOR_323	ASIA	Infected	scaffold_10	903	1003	65.52	173.02	0.378684545
KRBOOR_323	ASIA	Infected	scaffold_10	1003	1103	22.67	173.02	0.131025315
KRBOOR_323	ASIA	Infected	scaffold_10	1103	1203	27.92	173.02	0.161368628
KRBOOR_323	ASIA	Infected	scaffold_10	1203	1303	16.82	173.02	0.097214195
KRBOOR_323	ASIA	Infected	scaffold_10	1303	1403	27.11	173.02	0.156687088
KRBOOR_323	ASIA	Infected	scaffold_10	1403	1503	43.28	173.02	0.250144492
KRBOOR_323	ASIA	Infected	scaffold_10	1503	1603	83.26	173.02	0.481216044
KRBOOR_323	ASIA	Infected	scaffold_10	1603	1703	115.51	173.02	0.667610681
KRBOOR_323	ASIA	Infected	scaffold_10	1703	1803	75.66	173.02	0.437290487
KRBOOR_323	ASIA	Infected	scaffold_10	1803	1903	145.97	173.02	0.843659693
KRBOOR_323	ASIA	Infected	scaffold_10	1903	2003	98.92	173.02	0.571725812
KRBOOR_323	ASIA	Infected	scaffold_10	2003	2103	116.73	173.02	0.674661889
KRBOOR_323	ASIA	Infected	scaffold_10	2103	2203	155.26	173.02	0.897352907
KRBOOR_323	ASIA	Infected	scaffold_10	2203	2303	153.56	173.02	0.887527453
KRBOOR_323	ASIA	Infected	scaffold_10	2303	2403	130.7	173.02	0.755404
KRBOOR_323	ASIA	Infected	scaffold_10	2403	2503	221.28	173.02	1.278927292
