Strain	Lineage	BddV1	scaffold_10	start	end	coverage	Average_NCL	Coverage/AverageNCL
CLFT071	BRAZIL	Uninfected	scaffold_10	192886	193886	46.538	62.49	0.744727156
CLFT071	BRAZIL	Uninfected	scaffold_10	193886	194886	48.606	62.49	0.777820451
CLFT071	BRAZIL	Uninfected	scaffold_10	194886	195886	46.37	62.49	0.742038726
CLFT071	BRAZIL	Uninfected	scaffold_10	195886	196886	42.089	62.49	0.673531765
CLFT071	BRAZIL	Uninfected	scaffold_10	196886	197886	37.324	62.49	0.597279565
CLFT071	BRAZIL	Uninfected	scaffold_10	197886	198886	40.075	62.49	0.641302608
CLFT071	BRAZIL	Uninfected	scaffold_10	198886	199886	47.086	62.49	0.753496559
CLFT071	BRAZIL	Uninfected	scaffold_10	199886	200886	41.439	62.49	0.663130101
CLFT071	BRAZIL	Uninfected	scaffold_10	200886	201886	43.453	62.49	0.695359257
CLFT071	BRAZIL	Uninfected	scaffold_10	201886	202886	57.974	62.49	0.927732437
CLFT071	BRAZIL	Uninfected	scaffold_10	202886	203886	46.336	62.49	0.741494639
CLFT071	BRAZIL	Uninfected	scaffold_10	203886	204886	47.955	62.49	0.767402784
CLFT071	BRAZIL	Uninfected	scaffold_10	204886	205886	42.057	62.49	0.673019683
CLFT071	BRAZIL	Uninfected	scaffold_10	205886	206886	47.309	62.49	0.75706513
CLFT071	BRAZIL	Uninfected	scaffold_10	206886	207886	36.371	62.49	0.582029125
CLFT071	BRAZIL	Uninfected	scaffold_10	207886	208886	47.124	62.49	0.754104657
CLFT071	BRAZIL	Uninfected	scaffold_10	208886	209886	42.626	62.49	0.68212514
CLFT071	BRAZIL	Uninfected	scaffold_10	209886	210886	43.582	62.49	0.697423588
CLFT071	BRAZIL	Uninfected	scaffold_10	210886	211886	37.936	62.49	0.607073132
CLFT071	BRAZIL	Uninfected	scaffold_10	211886	212886	48.263	62.49	0.772331573
CLFT071	BRAZIL	Uninfected	scaffold_10	212886	213886	40.873	62.49	0.654072652
CLFT071	BRAZIL	Uninfected	scaffold_10	213886	214886	46.116	62.49	0.737974076
CLFT071	BRAZIL	Uninfected	scaffold_10	214886	215886	55.277	62.49	0.884573532
CLFT071	BRAZIL	Uninfected	scaffold_10	215886	216886	46.874	62.49	0.750104017
CLFT071	BRAZIL	Uninfected	scaffold_10	216886	217886	40.96	62.49	0.655464874
CLFT071	BRAZIL	Uninfected	scaffold_10	217886	218886	50.315	62.49	0.805168827
CLFT071	BRAZIL	Uninfected	scaffold_10	218886	219886	46.452	62.49	0.743350936
CLFT071	BRAZIL	Uninfected	scaffold_10	219886	220886	45.509	62.49	0.728260522
CLFT071	BRAZIL	Uninfected	scaffold_10	220886	221886	41.969	62.49	0.671611458
CLFT071	BRAZIL	Uninfected	scaffold_10	221886	222886	41.344	62.49	0.661609858
CLFT071	BRAZIL	Uninfected	scaffold_10	222886	223886	50.925	62.49	0.814930389
CLFT071	BRAZIL	Uninfected	scaffold_10	223886	224886	41.965	62.49	0.671547448
CLFT071	BRAZIL	Uninfected	scaffold_10	224886	225886	56.136	62.49	0.898319731
CLFT071	BRAZIL	Uninfected	scaffold_10	225886	226886	56.684	62.49	0.907089134
CLFT071	BRAZIL	Uninfected	scaffold_10	226886	227886	55.268	62.49	0.884429509
CLFT071	BRAZIL	Uninfected	scaffold_10	227886	228886	41.703	62.49	0.667354777
CLFT071	BRAZIL	Uninfected	scaffold_10	228886	229886	54.566	62.49	0.873195711
CLFT071	BRAZIL	Uninfected	scaffold_10	229886	230886	44.112	62.49	0.705904945
CLFT071	BRAZIL	Uninfected	scaffold_10	230886	231886	47.59	62.49	0.76156185
CLFT071	BRAZIL	Uninfected	scaffold_10	231886	232886	51.916	62.49	0.830788926
CLFT071	BRAZIL	Uninfected	scaffold_10	232886	233886	58.622	62.49	0.938102096
CLFT071	BRAZIL	Uninfected	scaffold_10	233886	234886	46.117	62.49	0.737990078
CLFT071	BRAZIL	Uninfected	scaffold_10	234886	235886	49.196	62.49	0.787261962
CLFT071	BRAZIL	Uninfected	scaffold_10	235886	236886	48.031	62.49	0.768618979
CLFT071	BRAZIL	Uninfected	scaffold_10	236886	237886	37.701	62.49	0.60331253
CLFT071	BRAZIL	Uninfected	scaffold_10	237886	238886	38.199	62.49	0.611281805
CLFT071	BRAZIL	Uninfected	scaffold_10	238886	239886	44.516	62.49	0.712369979
CLFT071	BRAZIL	Uninfected	scaffold_10	239886	240886	51.718	62.49	0.827620419
CLFT071	BRAZIL	Uninfected	scaffold_10	240886	241886	51.149	62.49	0.818514962
CLFT071	BRAZIL	Uninfected	scaffold_10	241886	242886	45.747	62.49	0.732069131
CLFT071	BRAZIL	Uninfected	scaffold_10	242886	243886	36.61	62.49	0.585853737
CLFT071	BRAZIL	Uninfected	scaffold_10	243886	244886	47.461	62.49	0.75949752
CLFT071	BRAZIL	Uninfected	scaffold_10	244886	245886	45.002	62.49	0.720147224
CLFT071	BRAZIL	Uninfected	scaffold_10	245886	246886	49.621	62.49	0.79406305
CLFT071	BRAZIL	Uninfected	scaffold_10	246886	247886	46.172	62.49	0.738870219
CLFT071	BRAZIL	Uninfected	scaffold_10	247886	248886	46.787	62.49	0.748711794
CLFT071	BRAZIL	Uninfected	scaffold_10	248886	249886	50.917	62.49	0.814802368
CLFT071	BRAZIL	Uninfected	scaffold_10	249886	250886	38.133	62.49	0.610225636
CLFT071	BRAZIL	Uninfected	scaffold_10	250886	251886	34.812	62.49	0.557081133
CLFT071	BRAZIL	Uninfected	scaffold_10	251886	252886	34.524	62.49	0.552472396
CLFT071	BRAZIL	Uninfected	scaffold_10	252886	253886	39.638	62.49	0.63430949
CLFT071	BRAZIL	Uninfected	scaffold_10	253886	254886	37.657	62.49	0.602608417
CLFT071	BRAZIL	Uninfected	scaffold_10	254886	255886	53.807	62.49	0.861049768
CLFT071	BRAZIL	Uninfected	scaffold_10	255886	256886	44.331	62.49	0.709409506
CLFT071	BRAZIL	Uninfected	scaffold_10	256886	257886	37.6	62.49	0.601696271
CLFT071	BRAZIL	Uninfected	scaffold_10	257886	258886	42.072	62.49	0.673259722
CLFT071	BRAZIL	Uninfected	scaffold_10	258886	259886	41.489	62.49	0.663930229
CLFT071	BRAZIL	Uninfected	scaffold_10	259886	260886	48.374	62.49	0.774107857
CLFT071	BRAZIL	Uninfected	scaffold_10	260886	261886	46.819	62.49	0.749223876
CLFT071	BRAZIL	Uninfected	scaffold_10	261886	262886	41.637	62.49	0.666298608
CLFT071	BRAZIL	Uninfected	scaffold_10	262886	263886	49.642	62.49	0.794399104
CLFT071	BRAZIL	Uninfected	scaffold_10	263886	264886	47.891	62.49	0.766378621
CLFT071	BRAZIL	Uninfected	scaffold_10	264886	265886	50.374	62.49	0.806112978
CLFT071	BRAZIL	Uninfected	scaffold_10	265886	266886	46.606	62.49	0.74581533
CLFT071	BRAZIL	Uninfected	scaffold_10	266886	267886	45.913	62.49	0.734725556
CLFT071	BRAZIL	Uninfected	scaffold_10	267886	268886	53.829	62.49	0.861401824
CLFT071	BRAZIL	Uninfected	scaffold_10	268886	269886	43.661	62.49	0.69868779
CLFT071	BRAZIL	Uninfected	scaffold_10	269886	270886	46.168	62.49	0.738806209
CLFT071	BRAZIL	Uninfected	scaffold_10	270886	271886	44.416	62.49	0.710769723
CLFT071	BRAZIL	Uninfected	scaffold_10	271886	272886	38.701	62.49	0.61931509
CLFT071	BRAZIL	Uninfected	scaffold_10	272886	273886	51.087	62.49	0.817522804
CLFT071	BRAZIL	Uninfected	scaffold_10	273886	274886	46.136	62.49	0.738294127
CLFT071	BRAZIL	Uninfected	scaffold_10	274886	275886	40.987	62.49	0.655896944
CLFT071	BRAZIL	Uninfected	scaffold_10	275886	276886	56.685	62.49	0.907105137
CLFT071	BRAZIL	Uninfected	scaffold_10	276886	277886	43.845	62.49	0.701632261
CLFT071	BRAZIL	Uninfected	scaffold_10	277886	278886	45.95	62.49	0.735317651
CLFT071	BRAZIL	Uninfected	scaffold_10	278886	279886	52.544	62.49	0.840838534
CLFT071	BRAZIL	Uninfected	scaffold_10	279886	280886	38.103	62.49	0.609745559
CLFT071	BRAZIL	Uninfected	scaffold_10	280886	281886	31.249	62.49	0.50006401
CLFT071	BRAZIL	Uninfected	scaffold_10	281886	282886	41.296	62.49	0.660841735
CLFT071	BRAZIL	Uninfected	scaffold_10	282886	283886	42.974	62.49	0.687694031
CLFT071	BRAZIL	Uninfected	scaffold_10	283886	284886	44.294	62.49	0.708817411
CLFT071	BRAZIL	Uninfected	scaffold_10	284886	285886	49.847	62.49	0.797679629
CLFT071	BRAZIL	Uninfected	scaffold_10	285886	286886	48.77	62.49	0.780444871
CLFT071	BRAZIL	Uninfected	scaffold_10	286886	287886	47.808	62.49	0.765050408
CLFT071	BRAZIL	Uninfected	scaffold_10	287886	288886	48.679	62.49	0.778988638
CLFT071	BRAZIL	Uninfected	scaffold_10	288886	289886	51.109	62.49	0.81787486
CLFT071	BRAZIL	Uninfected	scaffold_10	289886	290886	53.955	62.49	0.863418147
CLFT071	BRAZIL	Uninfected	scaffold_10	290886	291886	55.689	62.49	0.891166587
CLFT071	BRAZIL	Uninfected	scaffold_10	291886	292886	43.415	62.49	0.69475116
CLFT071	BRAZIL	Uninfected	scaffold_10	292886	293886	43.809	62.49	0.701056169
CLFT071	BRAZIL	Uninfected	scaffold_10	293886	294886	44.065	62.49	0.705152824
CLFT071	BRAZIL	Uninfected	scaffold_10	294886	295886	40.265	62.49	0.644343095
CLFT071	BRAZIL	Uninfected	scaffold_10	295886	296886	43.115	62.49	0.689950392
CLFT071	BRAZIL	Uninfected	scaffold_10	296886	297886	49.07	62.49	0.785245639
CLFT071	BRAZIL	Uninfected	scaffold_10	297886	298886	41.897	62.49	0.670459273
CLFT071	BRAZIL	Uninfected	scaffold_10	298886	299886	38.035	62.49	0.608657385
CLFT071	BRAZIL	Uninfected	scaffold_10	299886	300886	37.423	62.49	0.598863818
CLFT071	BRAZIL	Uninfected	scaffold_10	300886	301886	41.261	62.49	0.660281645
CLFT071	BRAZIL	Uninfected	scaffold_10	301886	302886	44.928	62.49	0.718963034
CLFT071	BRAZIL	Uninfected	scaffold_10	302886	303886	35.114	62.49	0.561913906
CLFT071	BRAZIL	Uninfected	scaffold_10	303886	304886	37.326	62.49	0.59731157
CLFT071	BRAZIL	Uninfected	scaffold_10	304886	305886	38.838	62.49	0.621507441
CLFT071	BRAZIL	Uninfected	scaffold_10	305886	306886	36.566	62.49	0.585149624
CLFT071	BRAZIL	Uninfected	scaffold_10	306886	307886	39.418	62.49	0.630788926
CLFT071	BRAZIL	Uninfected	scaffold_10	307886	308886	50.469	62.49	0.807633221
CLFT071	BRAZIL	Uninfected	scaffold_10	308886	309886	38.75	62.49	0.620099216
CLFT071	BRAZIL	Uninfected	scaffold_10	309886	310886	47.735	62.49	0.763882221
CLFT071	BRAZIL	Uninfected	scaffold_10	310886	311886	50.816	62.49	0.81318611
CLFT071	BRAZIL	Uninfected	scaffold_10	311886	312886	47.456	62.49	0.759417507
CLFT071	BRAZIL	Uninfected	scaffold_10	312886	313886	39.204	62.49	0.627364378
CLFT071	BRAZIL	Uninfected	scaffold_10	313886	314886	45.375	62.49	0.726116179
CLFT071	BRAZIL	Uninfected	scaffold_10	314886	315886	41.706	62.49	0.667402784
CLFT071	BRAZIL	Uninfected	scaffold_10	315886	316886	44.987	62.49	0.719907185
CLFT071	BRAZIL	Uninfected	scaffold_10	316886	317886	44.437	62.49	0.711105777
CLFT071	BRAZIL	Uninfected	scaffold_10	317886	318886	43.485	62.49	0.695871339
CLFT071	BRAZIL	Uninfected	scaffold_10	318886	319886	46.365	62.49	0.741958713
CLFT071	BRAZIL	Uninfected	scaffold_10	319886	320886	40.48	62.49	0.647783645
CLFT071	BRAZIL	Uninfected	scaffold_10	320886	321886	44.089	62.49	0.705536886
CLFT071	BRAZIL	Uninfected	scaffold_10	321886	322886	46.84	62.49	0.74955993
CLFT071	BRAZIL	Uninfected	scaffold_10	322886	323886	46.957	62.49	0.751432229
CLFT071	BRAZIL	Uninfected	scaffold_10	323886	324886	50.235	62.49	0.803888622
CLFT071	BRAZIL	Uninfected	scaffold_10	324886	325886	51.883	62.49	0.830260842
CLFT071	BRAZIL	Uninfected	scaffold_10	325886	326886	48.851	62.49	0.781741079
CLFT071	BRAZIL	Uninfected	scaffold_10	326886	327886	61.95	62.49	0.991358617
CLFT071	BRAZIL	Uninfected	scaffold_10	327886	328886	48.404	62.49	0.774587934
CLFT071	BRAZIL	Uninfected	scaffold_10	328886	329886	39.965	62.49	0.639542327
CLFT071	BRAZIL	Uninfected	scaffold_10	329886	330886	40.784	62.49	0.652648424
CLFT071	BRAZIL	Uninfected	scaffold_10	330886	331886	37.352	62.49	0.597727636
CLFT071	BRAZIL	Uninfected	scaffold_10	331886	332886	52.447	62.49	0.839286286
CLFT071	BRAZIL	Uninfected	scaffold_10	332886	333886	42.077	62.49	0.673339734
CLFT071	BRAZIL	Uninfected	scaffold_10	333886	334886	45.117	62.49	0.721987518
CLFT071	BRAZIL	Uninfected	scaffold_10	334886	335886	45.587	62.49	0.729508721
CLFT071	BRAZIL	Uninfected	scaffold_10	335886	336886	48.773	62.49	0.780492879
CLFT071	BRAZIL	Uninfected	scaffold_10	336886	337886	51.157	62.49	0.818642983
CLFT071	BRAZIL	Uninfected	scaffold_10	337886	338886	48.448	62.49	0.775292047
CLFT071	BRAZIL	Uninfected	scaffold_10	338886	339886	40.111	62.49	0.641878701
CLFT071	BRAZIL	Uninfected	scaffold_10	339886	340886	45.05	62.49	0.720915346
CLFT071	BRAZIL	Uninfected	scaffold_10	340886	341886	50.695	62.49	0.8112498
CLFT071	BRAZIL	Uninfected	scaffold_10	341886	342886	45.265	62.49	0.724355897
CLFT071	BRAZIL	Uninfected	scaffold_10	342886	343886	50.136	62.49	0.802304369
CLFT071	BRAZIL	Uninfected	scaffold_10	343886	344886	51.01	62.49	0.816290606
CLFT071	BRAZIL	Uninfected	scaffold_10	344886	345886	37.818	62.49	0.60518483
CLFT071	BRAZIL	Uninfected	scaffold_10	345886	346886	41.549	62.49	0.664890382
CLFT071	BRAZIL	Uninfected	scaffold_10	346886	347886	45.619	62.49	0.730020803
CLFT071	BRAZIL	Uninfected	scaffold_10	347886	348886	45.719	62.49	0.731621059
CLFT071	BRAZIL	Uninfected	scaffold_10	348886	349886	44.625	62.49	0.714114258
CLFT071	BRAZIL	Uninfected	scaffold_10	349886	350886	35.61	62.49	0.569851176
CLFT071	BRAZIL	Uninfected	scaffold_10	350886	351886	38.293	62.49	0.612786046
CLFT071	BRAZIL	Uninfected	scaffold_10	351886	352886	43.819	62.49	0.701216195
CLFT071	BRAZIL	Uninfected	scaffold_10	352886	353886	45.474	62.49	0.727700432
CLFT071	BRAZIL	Uninfected	scaffold_10	353886	354886	50.291	62.49	0.804784766
CLFT071	BRAZIL	Uninfected	scaffold_10	354886	355886	49.164	62.49	0.78674988
CLFT071	BRAZIL	Uninfected	scaffold_10	355886	356886	39.697	62.49	0.635253641
CLFT071	BRAZIL	Uninfected	scaffold_10	356886	357886	41.662	62.49	0.666698672
CLFT071	BRAZIL	Uninfected	scaffold_10	357886	358886	43.37	62.49	0.694031045
CLFT071	BRAZIL	Uninfected	scaffold_10	358886	359886	36.911	62.49	0.590670507
CLFT071	BRAZIL	Uninfected	scaffold_10	359886	360886	36.563	62.49	0.585101616
CLFT071	BRAZIL	Uninfected	scaffold_10	360886	361886	40.424	62.49	0.646887502
CLFT071	BRAZIL	Uninfected	scaffold_10	361886	362886	61.101	62.49	0.977772444
CLFT071	BRAZIL	Uninfected	scaffold_10	362886	363886	49.025	62.49	0.784525524
CLFT071	BRAZIL	Uninfected	scaffold_10	363886	364886	50.956	62.49	0.815426468
CLFT071	BRAZIL	Uninfected	scaffold_10	364886	365886	50.121	62.49	0.80206433
CLFT071	BRAZIL	Uninfected	scaffold_10	365886	366886	55.758	62.49	0.892270763
CLFT071	BRAZIL	Uninfected	scaffold_10	366886	367886	48.947	62.49	0.783277324
CLFT071	BRAZIL	Uninfected	scaffold_10	367886	368886	50.427	62.49	0.806961114
CLFT071	BRAZIL	Uninfected	scaffold_10	368886	369886	43.589	62.49	0.697535606
CLFT071	BRAZIL	Uninfected	scaffold_10	369886	370886	46.538	62.49	0.744727156
CLFT071	BRAZIL	Uninfected	scaffold_10	370886	371886	47.85	62.49	0.765722516
CLFT071	BRAZIL	Uninfected	scaffold_10	371886	372886	47.339	62.49	0.757545207
CLFT071	BRAZIL	Uninfected	scaffold_10	372886	373886	51.878	62.49	0.830180829
CLFT071	BRAZIL	Uninfected	scaffold_10	373886	374886	35.905	62.49	0.574571932
CLFT071	BRAZIL	Uninfected	scaffold_10	374886	375886	40.118	62.49	0.641990719
CLFT071	BRAZIL	Uninfected	scaffold_10	375886	376886	44.366	62.49	0.709969595
CLFT071	BRAZIL	Uninfected	scaffold_10	376886	377886	43.034	62.49	0.688654185
CLFT071	BRAZIL	Uninfected	scaffold_10	377886	378886	45.35	62.49	0.725716115
CLFT071	BRAZIL	Uninfected	scaffold_10	378886	379886	49.336	62.49	0.78950232
CLFT071	BRAZIL	Uninfected	scaffold_10	379886	380886	37.274	62.49	0.596479437
CLFT071	BRAZIL	Uninfected	scaffold_10	380886	381886	38.081	62.49	0.609393503
CLFT071	BRAZIL	Uninfected	scaffold_10	381886	382886	45.752	62.49	0.732149144
CLFT071	BRAZIL	Uninfected	scaffold_10	382886	383886	41.315	62.49	0.661145783
CLFT071	BRAZIL	Uninfected	scaffold_10	383886	384886	43.272	62.49	0.692462794
CLFT071	BRAZIL	Uninfected	scaffold_10	384886	385886	41.75	62.49	0.668106897
CLFT071	BRAZIL	Uninfected	scaffold_10	385886	386886	38.275	62.49	0.612498
CLFT071	BRAZIL	Uninfected	scaffold_10	386886	387886	49.349	62.49	0.789710354
CLFT071	BRAZIL	Uninfected	scaffold_10	387886	388886	43.141	62.49	0.690366459
CLFT071	BRAZIL	Uninfected	scaffold_10	388886	389886	40.014	62.49	0.640326452
CLFT071	BRAZIL	Uninfected	scaffold_10	389886	390886	38.69	62.49	0.619139062
CLFT071	BRAZIL	Uninfected	scaffold_10	390886	391886	56.508	62.49	0.904272684
CLFT071	BRAZIL	Uninfected	scaffold_10	391886	392886	45.428	62.49	0.726964314
CLFT071	BRAZIL	Uninfected	scaffold_10	392886	393886	45.862	62.49	0.733909426
CLFT071	BRAZIL	Uninfected	scaffold_10	393886	394886	58.711	62.49	0.939526324
CLFT071	BRAZIL	Uninfected	scaffold_10	394886	395886	53.05	62.49	0.84893583
CLFT071	BRAZIL	Uninfected	scaffold_10	395886	396886	59.264	62.49	0.94837574
CLFT071	BRAZIL	Uninfected	scaffold_10	396886	397886	33.84	62.49	0.541526644
CLFT071	BRAZIL	Uninfected	scaffold_10	397886	398886	42.701	62.49	0.683325332
CLFT071	BRAZIL	Uninfected	scaffold_10	398886	399886	47.452	62.49	0.759353497
CLFT071	BRAZIL	Uninfected	scaffold_10	399886	400886	39.595	62.49	0.633621379
CLFT071	BRAZIL	Uninfected	scaffold_10	400886	401886	47.877	62.49	0.766154585
CLFT071	BRAZIL	Uninfected	scaffold_10	401886	402886	47.295	62.49	0.756841095
CLFT071	BRAZIL	Uninfected	scaffold_10	402886	403886	41.506	62.49	0.664202272
CLFT071	BRAZIL	Uninfected	scaffold_10	403886	404886	36.35	62.49	0.581693071
CLFT071	BRAZIL	Uninfected	scaffold_10	404886	405886	48.312	62.49	0.773115699
CLFT071	BRAZIL	Uninfected	scaffold_10	405886	406886	45.086	62.49	0.721491439
CLFT071	BRAZIL	Uninfected	scaffold_10	406886	407886	44.771	62.49	0.716450632
CLFT071	BRAZIL	Uninfected	scaffold_10	407886	408886	41.288	62.49	0.660713714
CLFT071	BRAZIL	Uninfected	scaffold_10	408886	409886	34.667	62.49	0.554760762
CLFT071	BRAZIL	Uninfected	scaffold_10	409886	410886	36.317	62.49	0.581164986
CLFT071	BRAZIL	Uninfected	scaffold_10	410886	411886	50.123	62.49	0.802096335
CLFT071	BRAZIL	Uninfected	scaffold_10	411886	412886	51.797	62.49	0.828884622
CLFT071	BRAZIL	Uninfected	scaffold_10	412886	413886	41.395	62.49	0.662425988
CLFT071	BRAZIL	Uninfected	scaffold_10	413886	414886	45.24	62.49	0.723955833
CLFT071	BRAZIL	Uninfected	scaffold_10	414886	415886	42.69	62.49	0.683149304
CLFT071	BRAZIL	Uninfected	scaffold_10	415886	416886	48.524	62.49	0.776508241
CLFT071	BRAZIL	Uninfected	scaffold_10	416886	417886	43.908	62.49	0.702640422
CLFT071	BRAZIL	Uninfected	scaffold_10	417886	418886	46.133	62.49	0.738246119
CLFT071	BRAZIL	Uninfected	scaffold_10	418886	419886	51.903	62.49	0.830580893
CLFT071	BRAZIL	Uninfected	scaffold_10	419886	420886	46.653	62.49	0.746567451
CLFT071	BRAZIL	Uninfected	scaffold_10	420886	421886	62.344	62.49	0.997663626
CLFT071	BRAZIL	Uninfected	scaffold_10	421886	422886	40.024	62.49	0.640486478
CLFT071	BRAZIL	Uninfected	scaffold_10	422886	423886	71.422	62.49	1.14293487
CLFT071	BRAZIL	Uninfected	scaffold_10	423886	424886	64.896	62.49	1.03850216
CLFT071	BRAZIL	Uninfected	scaffold_10	424886	425886	54.642	62.49	0.874411906
CLFT071	BRAZIL	Uninfected	scaffold_10	425886	426886	54.764	62.49	0.876364218
CLFT071	BRAZIL	Uninfected	scaffold_10	426886	427886	43.811	62.49	0.701088174
CLFT071	BRAZIL	Uninfected	scaffold_10	427886	428886	58.274	62.49	0.932533205
CLFT071	BRAZIL	Uninfected	scaffold_10	428886	429886	31.472	62.49	0.503632581
CLFT071	BRAZIL	Uninfected	scaffold_10	429886	430886	45.834	62.49	0.733461354
CLFT071	BRAZIL	Uninfected	scaffold_10	430886	431886	46.164	62.49	0.738742199
CLFT071	BRAZIL	Uninfected	scaffold_10	431886	432250	21.612637	62.49	0.345857529
CLFT071	BRAZIL	Uninfected	scaffold_10	432265	433265	49.72	62.49	0.795647304
CLFT071	BRAZIL	Uninfected	scaffold_10	433265	434265	56.366	62.49	0.90200032
CLFT071	BRAZIL	Uninfected	scaffold_10	434265	435265	39.743	62.49	0.635989758
CLFT071	BRAZIL	Uninfected	scaffold_10	435265	436265	57.281	62.49	0.916642663
CLFT071	BRAZIL	Uninfected	scaffold_10	436265	437265	29.092	62.49	0.465546487
CLFT071	BRAZIL	Uninfected	scaffold_10	437265	438265	47.835	62.49	0.765482477
CLFT071	BRAZIL	Uninfected	scaffold_10	438265	439265	56.428	62.49	0.902992479
CLFT071	BRAZIL	Uninfected	scaffold_10	439265	440265	45.707	62.49	0.731429029
CLFT071	BRAZIL	Uninfected	scaffold_10	440265	441265	56.089	62.49	0.897567611
CLFT071	BRAZIL	Uninfected	scaffold_10	441265	442265	75.147	62.49	1.202544407
CLFT071	BRAZIL	Uninfected	scaffold_10	442265	443265	65.049	62.49	1.040950552
CLFT071	BRAZIL	Uninfected	scaffold_10	443265	444265	48.505	62.49	0.776204193
CLFT071	BRAZIL	Uninfected	scaffold_10	444265	445265	65.005	62.49	1.040246439
CLFT071	BRAZIL	Uninfected	scaffold_10	445265	446265	67.332	62.49	1.077484398
CLFT071	BRAZIL	Uninfected	scaffold_10	446265	447265	70.175	62.49	1.122979677
CLFT071	BRAZIL	Uninfected	scaffold_10	447265	448265	50.414	62.49	0.80675308
CLFT071	BRAZIL	Uninfected	scaffold_10	448265	449265	42.932	62.49	0.687021924
CLFT071	BRAZIL	Uninfected	scaffold_10	449265	450265	50.706	62.49	0.811425828
CLFT071	BRAZIL	Uninfected	scaffold_10	450265	451265	52.608	62.49	0.841862698
CLFT071	BRAZIL	Uninfected	scaffold_10	451265	452265	42.038	62.49	0.672715635
CLFT071	BRAZIL	Uninfected	scaffold_10	452265	453265	38.642	62.49	0.618370939
CLFT071	BRAZIL	Uninfected	scaffold_10	453265	454265	41.221	62.49	0.659641543
CLFT071	BRAZIL	Uninfected	scaffold_10	454265	455265	39.742	62.49	0.635973756
CLFT071	BRAZIL	Uninfected	scaffold_10	455265	456265	45.999	62.49	0.736101776
CLFT071	BRAZIL	Uninfected	scaffold_10	456265	457265	44.002	62.49	0.704144663
CLFT071	BRAZIL	Uninfected	scaffold_10	457265	458265	41.292	62.49	0.660777724
CLFT071	BRAZIL	Uninfected	scaffold_10	458265	459265	46.469	62.49	0.74362298
CLFT071	BRAZIL	Uninfected	scaffold_10	459265	460265	48.974	62.49	0.783709394
CLFT071	BRAZIL	Uninfected	scaffold_10	460265	461265	52.105	62.49	0.83381341
CLFT071	BRAZIL	Uninfected	scaffold_10	461265	462265	42.769	62.49	0.684413506
CLFT071	BRAZIL	Uninfected	scaffold_10	462265	463265	48.132	62.49	0.770235238
CLFT071	BRAZIL	Uninfected	scaffold_10	463265	464265	53.793	62.49	0.860825732
CLFT071	BRAZIL	Uninfected	scaffold_10	464265	465265	45.491	62.49	0.727972476
CLFT071	BRAZIL	Uninfected	scaffold_10	465265	466265	45.065	62.49	0.721155385
CLFT071	BRAZIL	Uninfected	scaffold_10	466265	467265	42.807	62.49	0.685021603
CLFT071	BRAZIL	Uninfected	scaffold_10	467265	468265	42.498	62.49	0.680076812
CLFT071	BRAZIL	Uninfected	scaffold_10	468265	469265	41.66	62.49	0.666666667
CLFT071	BRAZIL	Uninfected	scaffold_10	469265	470265	39.485	62.49	0.631861098
CLFT071	BRAZIL	Uninfected	scaffold_10	470265	471265	31.82	62.49	0.509201472
CLFT071	BRAZIL	Uninfected	scaffold_10	471265	472265	44.49	62.49	0.711953913
CLFT071	BRAZIL	Uninfected	scaffold_10	472265	473265	47.675	62.49	0.762922068
CLFT071	BRAZIL	Uninfected	scaffold_10	473265	474265	41.945	62.49	0.671227396
CLFT071	BRAZIL	Uninfected	scaffold_10	474265	475265	34.765	62.49	0.556329013
CLFT071	BRAZIL	Uninfected	scaffold_10	475265	476265	40.195	62.49	0.643222916
CLFT071	BRAZIL	Uninfected	scaffold_10	476265	477265	41.845	62.49	0.66962714
CLFT071	BRAZIL	Uninfected	scaffold_10	477265	478265	42.479	62.49	0.679772764
CLFT071	BRAZIL	Uninfected	scaffold_10	478265	479265	42.819	62.49	0.685213634
CLFT071	BRAZIL	Uninfected	scaffold_10	479265	480265	43.057	62.49	0.689022244
CLFT071	BRAZIL	Uninfected	scaffold_10	480265	481265	54.027	62.49	0.864570331
CLFT071	BRAZIL	Uninfected	scaffold_10	481265	482265	39.765	62.49	0.636341815
CLFT071	BRAZIL	Uninfected	scaffold_10	482265	483265	36.89	62.49	0.590334454
CLFT071	BRAZIL	Uninfected	scaffold_10	483265	484265	46.942	62.49	0.751192191
CLFT071	BRAZIL	Uninfected	scaffold_10	484265	485265	49.47	62.49	0.791646663
CLFT071	BRAZIL	Uninfected	scaffold_10	485265	486265	48.822	62.49	0.781277004
CLFT071	BRAZIL	Uninfected	scaffold_10	486265	487265	44.899	62.49	0.71849896
CLFT071	BRAZIL	Uninfected	scaffold_10	487265	488265	54.465	62.49	0.871579453
CLFT071	BRAZIL	Uninfected	scaffold_10	488265	489265	46.231	62.49	0.73981437
CLFT071	BRAZIL	Uninfected	scaffold_10	489265	490265	37.353	62.49	0.597743639
CLFT071	BRAZIL	Uninfected	scaffold_10	490265	491265	48.373	62.49	0.774091855
CLFT071	BRAZIL	Uninfected	scaffold_10	491265	492265	46.526	62.49	0.744535126
CLFT071	BRAZIL	Uninfected	scaffold_10	492265	493265	40.302	62.49	0.64493519
CLFT071	BRAZIL	Uninfected	scaffold_10	493265	494265	40.909	62.49	0.654648744
CLFT071	BRAZIL	Uninfected	scaffold_10	494265	495265	38.288	62.49	0.612706033
